id,topic,sub_topic,question,correct_answer,distractor_1,distractor_2,distractor_3,explanation,difficulty
9d398385,Stacks,Operation Tracing,"Perform the following operations on an empty Stack: Push(1), Push(5), Push(4), Push(18), Push(9), Pop(), Pop(). What is the element at the TOP of the stack after these operations?",4,1,5,Stack Underflow,A Stack follows LIFO (Last In First Out). We trace the push/pop operations to find the last remaining item.,Easy
6b8ed1ed,Sorting Algorithms,Bubble Sort Tracing,"Consider the array A = [29, 74, 24, 18, 34, 97]. Perform Bubble Sort. What is the exact state of the array after the completion of 1 full pass(es)?","[29, 24, 18, 34, 74, 97]","[29, 74, 24, 18, 34, 97]","[18, 24, 29, 34, 74, 97]","[74, 24, 34, 29, 97, 18]","After 1 passes of Bubble Sort, the largest 1 elements effectively 'bubble' to the end in sorted order.",Medium
9d0d9d19,Stacks,Operation Tracing,"Perform the following operations on an empty Stack: Push(18), Push(18), Pop(), Pop(), Push(19), Pop(), Push(18). What is the element at the TOP of the stack after these operations?",18,18,19,Stack Underflow,A Stack follows LIFO (Last In First Out). We trace the push/pop operations to find the last remaining item.,Easy
3ce1b591,Stacks,Operation Tracing,"Perform the following operations on an empty Stack: Push(15), Push(2), Push(5), Push(18), Push(16). What is the element at the TOP of the stack after these operations?",16,15,17,Stack Underflow,A Stack follows LIFO (Last In First Out). We trace the push/pop operations to find the last remaining item.,Easy
22e3f494,Trees,BST Traversal,"We insert the following values into an empty Binary Search Tree (BST) in this specific order: [1, 47, 22, 29, 41, 6]. What is the Postorder traversal sequence of the resulting tree?","[6, 41, 29, 22, 47, 1]","[1, 47, 22, 6, 29, 41]","[1, 47, 22, 29, 41, 6]","[47, 41, 29, 22, 6, 1]",The BST is constructed by inserting nodes. Postorder visits nodes in specific recursive order.,Hard
9f7f5622,Stacks,Operation Tracing,"Perform the following operations on an empty Stack: Push(14), Pop(), Push(15), Pop(), Push(17). What is the element at the TOP of the stack after these operations?",17,17,18,Stack Underflow,A Stack follows LIFO (Last In First Out). We trace the push/pop operations to find the last remaining item.,Easy
6e9d0fff,Stacks,Operation Tracing,"Perform the following operations on an empty Stack: Push(14), Pop(), Push(14), Push(8), Push(1), Push(8). What is the element at the TOP of the stack after these operations?",8,14,9,Stack Underflow,A Stack follows LIFO (Last In First Out). We trace the push/pop operations to find the last remaining item.,Easy
59f0b6f9,Trees,BST Traversal,"We insert the following values into an empty Binary Search Tree (BST) in this specific order: [3, 30, 40, 27, 9, 17, 31]. What is the Preorder traversal sequence of the resulting tree?","[3, 30, 27, 9, 17, 40, 31]","[17, 9, 27, 31, 40, 30, 3]","[3, 30, 40, 27, 9, 17, 31]","[40, 31, 30, 27, 17, 9, 3]",The BST is constructed by inserting nodes. Preorder visits nodes in specific recursive order.,Hard
524b6354,Stacks,Operation Tracing,"Perform the following operations on an empty Stack: Push(17), Push(9), Push(8), Pop(), Push(7). What is the element at the TOP of the stack after these operations?",7,17,8,Stack Underflow,A Stack follows LIFO (Last In First Out). We trace the push/pop operations to find the last remaining item.,Easy
65e2ef86,Trees,BST Traversal,"We insert the following values into an empty Binary Search Tree (BST) in this specific order: [5, 24, 26, 28, 29, 36]. What is the Preorder traversal sequence of the resulting tree?","[5, 24, 26, 28, 29, 36]","[36, 29, 28, 26, 24, 5]","[5, 24, 26, 28, 29, 36]","[36, 29, 28, 26, 24, 5]",The BST is constructed by inserting nodes. Preorder visits nodes in specific recursive order.,Hard
64fcb7af,Sorting Algorithms,Bubble Sort Tracing,"Consider the array A = [42, 65, 31, 60, 57, 86]. Perform Bubble Sort. What is the exact state of the array after the completion of 3 full pass(es)?","[31, 42, 57, 60, 65, 86]","[42, 65, 31, 60, 57, 86]","[31, 42, 57, 60, 65, 86]","[42, 57, 86, 65, 31, 60]","After 3 passes of Bubble Sort, the largest 3 elements effectively 'bubble' to the end in sorted order.",Medium
a938a6ff,Sorting Algorithms,Bubble Sort Tracing,"Consider the array A = [14, 67, 51, 36, 87, 80, 53]. Perform Bubble Sort. What is the exact state of the array after the completion of 4 full pass(es)?","[14, 36, 51, 53, 67, 80, 87]","[14, 67, 51, 36, 87, 80, 53]","[14, 36, 51, 53, 67, 80, 87]","[80, 87, 36, 51, 53, 67, 14]","After 4 passes of Bubble Sort, the largest 4 elements effectively 'bubble' to the end in sorted order.",Medium
40936493,Stacks,Operation Tracing,"Perform the following operations on an empty Stack: Push(13), Push(18), Pop(), Push(16), Push(8). What is the element at the TOP of the stack after these operations?",8,13,9,Stack Underflow,A Stack follows LIFO (Last In First Out). We trace the push/pop operations to find the last remaining item.,Easy
addebdf6,Sorting Algorithms,Bubble Sort Tracing,"Consider the array A = [46, 14, 86, 56, 70]. Perform Bubble Sort. What is the exact state of the array after the completion of 2 full pass(es)?","[14, 46, 56, 70, 86]","[46, 14, 86, 56, 70]","[14, 46, 56, 70, 86]","[86, 70, 56, 14, 46]","After 2 passes of Bubble Sort, the largest 2 elements effectively 'bubble' to the end in sorted order.",Medium
f4bcc04f,Sorting Algorithms,Bubble Sort Tracing,"Consider the array A = [38, 31, 74, 87, 98]. Perform Bubble Sort. What is the exact state of the array after the completion of 3 full pass(es)?","[31, 38, 74, 87, 98]","[38, 31, 74, 87, 98]","[31, 38, 74, 87, 98]","[38, 31, 87, 74, 98]","After 3 passes of Bubble Sort, the largest 3 elements effectively 'bubble' to the end in sorted order.",Medium
3d2d3ad3,Sorting Algorithms,Bubble Sort Tracing,"Consider the array A = [30, 33, 76, 49, 61, 24, 74, 45]. Perform Bubble Sort. What is the exact state of the array after the completion of 1 full pass(es)?","[30, 33, 49, 61, 24, 74, 45, 76]","[30, 33, 76, 49, 61, 24, 74, 45]","[24, 30, 33, 45, 49, 61, 74, 76]","[24, 49, 45, 74, 30, 61, 76, 33]","After 1 passes of Bubble Sort, the largest 1 elements effectively 'bubble' to the end in sorted order.",Medium
476f307c,Sorting Algorithms,Bubble Sort Tracing,"Consider the array A = [71, 43, 96, 56, 82]. Perform Bubble Sort. What is the exact state of the array after the completion of 2 full pass(es)?","[43, 56, 71, 82, 96]","[71, 43, 96, 56, 82]","[43, 56, 71, 82, 96]","[56, 43, 82, 71, 96]","After 2 passes of Bubble Sort, the largest 2 elements effectively 'bubble' to the end in sorted order.",Medium
549a39a2,Stacks,Operation Tracing,"Perform the following operations on an empty Stack: Push(10), Pop(), Push(19), Push(11), Push(11). What is the element at the TOP of the stack after these operations?",11,19,12,Stack Underflow,A Stack follows LIFO (Last In First Out). We trace the push/pop operations to find the last remaining item.,Easy
ac5277c3,Stacks,Operation Tracing,"Perform the following operations on an empty Stack: Push(15), Push(4), Push(7), Pop(), Push(4), Push(16), Push(2). What is the element at the TOP of the stack after these operations?",2,15,3,Stack Underflow,A Stack follows LIFO (Last In First Out). We trace the push/pop operations to find the last remaining item.,Easy
5d08754b,Sorting Algorithms,Bubble Sort Tracing,"Consider the array A = [76, 58, 28, 95, 18, 33, 30, 10]. Perform Bubble Sort. What is the exact state of the array after the completion of 3 full pass(es)?","[28, 18, 33, 30, 10, 58, 76, 95]","[76, 58, 28, 95, 18, 33, 30, 10]","[10, 18, 28, 30, 33, 58, 76, 95]","[33, 28, 95, 10, 58, 30, 18, 76]","After 3 passes of Bubble Sort, the largest 3 elements effectively 'bubble' to the end in sorted order.",Medium
b1235b2e,Sorting Algorithms,Bubble Sort Tracing,"Consider the array A = [88, 14, 22, 39, 75, 45]. Perform Bubble Sort. What is the exact state of the array after the completion of 2 full pass(es)?","[14, 22, 39, 45, 75, 88]","[88, 14, 22, 39, 75, 45]","[14, 22, 39, 45, 75, 88]","[75, 45, 22, 39, 14, 88]","After 2 passes of Bubble Sort, the largest 2 elements effectively 'bubble' to the end in sorted order.",Medium
6b5f5d13,Stacks,Operation Tracing,"Perform the following operations on an empty Stack: Push(3), Pop(), Push(4), Pop(), Push(5). What is the element at the TOP of the stack after these operations?",5,5,6,Stack Underflow,A Stack follows LIFO (Last In First Out). We trace the push/pop operations to find the last remaining item.,Easy
d91ce5a6,Sorting Algorithms,Bubble Sort Tracing,"Consider the array A = [22, 10, 65, 31, 53, 18, 52, 75]. Perform Bubble Sort. What is the exact state of the array after the completion of 4 full pass(es)?","[10, 18, 22, 31, 52, 53, 65, 75]","[22, 10, 65, 31, 53, 18, 52, 75]","[10, 18, 22, 31, 52, 53, 65, 75]","[65, 31, 52, 10, 53, 18, 75, 22]","After 4 passes of Bubble Sort, the largest 4 elements effectively 'bubble' to the end in sorted order.",Medium
d45b2269,Stacks,Operation Tracing,"Perform the following operations on an empty Stack: Push(6), Push(9), Pop(), Pop(), Push(12). What is the element at the TOP of the stack after these operations?",12,12,13,Stack Underflow,A Stack follows LIFO (Last In First Out). We trace the push/pop operations to find the last remaining item.,Easy
9b11fbef,Trees,BST Traversal,"We insert the following values into an empty Binary Search Tree (BST) in this specific order: [13, 46, 38, 28, 42, 29]. What is the Postorder traversal sequence of the resulting tree?","[29, 28, 42, 38, 46, 13]","[13, 46, 38, 28, 29, 42]","[13, 46, 38, 28, 42, 29]","[46, 42, 38, 29, 28, 13]",The BST is constructed by inserting nodes. Postorder visits nodes in specific recursive order.,Hard
3f7aae20,Trees,BST Traversal,"We insert the following values into an empty Binary Search Tree (BST) in this specific order: [5, 48, 33, 16, 11, 14]. What is the Postorder traversal sequence of the resulting tree?","[14, 11, 16, 33, 48, 5]","[5, 48, 33, 16, 11, 14]","[5, 48, 33, 16, 11, 14]","[48, 33, 16, 14, 11, 5]",The BST is constructed by inserting nodes. Postorder visits nodes in specific recursive order.,Hard
ddabdab0,Sorting Algorithms,Bubble Sort Tracing,"Consider the array A = [85, 29, 48, 49, 51, 59]. Perform Bubble Sort. What is the exact state of the array after the completion of 1 full pass(es)?","[29, 48, 49, 51, 59, 85]","[85, 29, 48, 49, 51, 59]","[29, 48, 49, 51, 59, 85]","[48, 29, 49, 51, 59, 85]","After 1 passes of Bubble Sort, the largest 1 elements effectively 'bubble' to the end in sorted order.",Medium
a12035ea,Trees,BST Traversal,"We insert the following values into an empty Binary Search Tree (BST) in this specific order: [46, 18, 36, 35, 31]. What is the Postorder traversal sequence of the resulting tree?","[31, 35, 36, 18, 46]","[46, 18, 36, 35, 31]","[46, 18, 36, 35, 31]","[46, 36, 35, 31, 18]",The BST is constructed by inserting nodes. Postorder visits nodes in specific recursive order.,Hard
73b721a2,Stacks,Operation Tracing,"Perform the following operations on an empty Stack: Push(12), Pop(), Push(19), Pop(), Push(7), Push(3). What is the element at the TOP of the stack after these operations?",3,7,4,Stack Underflow,A Stack follows LIFO (Last In First Out). We trace the push/pop operations to find the last remaining item.,Easy
df5631b2,Stacks,Operation Tracing,"Perform the following operations on an empty Stack: Push(3), Push(4), Pop(), Pop(), Push(7), Push(2). What is the element at the TOP of the stack after these operations?",2,7,3,Stack Underflow,A Stack follows LIFO (Last In First Out). We trace the push/pop operations to find the last remaining item.,Easy
86173b47,Trees,BST Traversal,"We insert the following values into an empty Binary Search Tree (BST) in this specific order: [26, 16, 2, 15, 4, 27, 5]. What is the Inorder traversal sequence of the resulting tree?","[2, 4, 5, 15, 16, 26, 27]","[26, 16, 2, 15, 4, 5, 27]","[26, 16, 2, 15, 4, 27, 5]","[27, 26, 16, 15, 5, 4, 2]",The BST is constructed by inserting nodes. Inorder visits nodes in specific recursive order.,Hard
f5ec1187,Stacks,Operation Tracing,"Perform the following operations on an empty Stack: Push(7), Pop(), Push(1), Push(12). What is the element at the TOP of the stack after these operations?",12,1,13,Stack Underflow,A Stack follows LIFO (Last In First Out). We trace the push/pop operations to find the last remaining item.,Easy
1a0a5a9e,Stacks,Operation Tracing,"Perform the following operations on an empty Stack: Push(17), Push(12), Push(4), Push(9), Pop(), Push(11), Push(20). What is the element at the TOP of the stack after these operations?",20,17,21,Stack Underflow,A Stack follows LIFO (Last In First Out). We trace the push/pop operations to find the last remaining item.,Easy
91573193,Sorting Algorithms,Bubble Sort Tracing,"Consider the array A = [24, 72, 51, 78, 93, 60, 33, 19]. Perform Bubble Sort. What is the exact state of the array after the completion of 4 full pass(es)?","[24, 51, 33, 19, 60, 72, 78, 93]","[24, 72, 51, 78, 93, 60, 33, 19]","[19, 24, 33, 51, 60, 72, 78, 93]","[72, 19, 78, 24, 60, 93, 33, 51]","After 4 passes of Bubble Sort, the largest 4 elements effectively 'bubble' to the end in sorted order.",Medium
47756883,Trees,BST Traversal,"We insert the following values into an empty Binary Search Tree (BST) in this specific order: [33, 30, 21, 29, 1, 27]. What is the Preorder traversal sequence of the resulting tree?","[33, 30, 21, 1, 29, 27]","[1, 27, 29, 21, 30, 33]","[33, 30, 21, 29, 1, 27]","[33, 30, 29, 27, 21, 1]",The BST is constructed by inserting nodes. Preorder visits nodes in specific recursive order.,Hard
8ce4876d,Stacks,Operation Tracing,"Perform the following operations on an empty Stack: Push(6), Pop(), Push(13), Pop(), Push(1). What is the element at the TOP of the stack after these operations?",1,1,2,Stack Underflow,A Stack follows LIFO (Last In First Out). We trace the push/pop operations to find the last remaining item.,Easy
6cbeee54,Trees,BST Traversal,"We insert the following values into an empty Binary Search Tree (BST) in this specific order: [5, 26, 36, 37, 14, 32, 38]. What is the Postorder traversal sequence of the resulting tree?","[14, 32, 38, 37, 36, 26, 5]","[5, 26, 14, 36, 32, 37, 38]","[5, 26, 36, 37, 14, 32, 38]","[38, 37, 36, 32, 26, 14, 5]",The BST is constructed by inserting nodes. Postorder visits nodes in specific recursive order.,Hard
7cbdb24c,Stacks,Operation Tracing,"Perform the following operations on an empty Stack: Push(10), Pop(), Push(16), Push(3), Pop(), Pop(). What is the element at the TOP of the stack after these operations?",Empty,Error,0,Stack Underflow,A Stack follows LIFO (Last In First Out). We trace the push/pop operations to find the last remaining item.,Easy
3ac7fce7,Stacks,Operation Tracing,"Perform the following operations on an empty Stack: Push(4), Push(20), Pop(), Push(1), Pop(), Pop(), Push(16). What is the element at the TOP of the stack after these operations?",16,16,17,Stack Underflow,A Stack follows LIFO (Last In First Out). We trace the push/pop operations to find the last remaining item.,Easy
a1100510,Stacks,Operation Tracing,"Perform the following operations on an empty Stack: Push(15), Push(12), Pop(), Pop(), Push(5). What is the element at the TOP of the stack after these operations?",5,5,6,Stack Underflow,A Stack follows LIFO (Last In First Out). We trace the push/pop operations to find the last remaining item.,Easy
eba9aeb8,Trees,BST Traversal,"We insert the following values into an empty Binary Search Tree (BST) in this specific order: [13, 49, 20, 41, 39, 8, 42]. What is the Postorder traversal sequence of the resulting tree?","[8, 39, 42, 41, 20, 49, 13]","[13, 8, 49, 20, 41, 39, 42]","[13, 49, 20, 41, 39, 8, 42]","[49, 42, 41, 39, 20, 13, 8]",The BST is constructed by inserting nodes. Postorder visits nodes in specific recursive order.,Hard
